V1,V2,Dennis Cliff Smith,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Salt Lake City, UT",Utah,
,"McKinney, TX // Kilgore, TX",Texas,
,Texas,Texas,
,Texas,Texas,
,"Onion Creek, TX",Texas,
,"Shawnee, OK",Oklahoma,
,"Dallas, TX",Texas,
,"San Diego, CA",California,
,"Fort Worth, TX",Texas,
,"Dallas, Texas",Texas,
,"Plano, TX",Texas,
,"Omaha, Nebraska",Nebraska,
,"Dallas, TX",Texas,
,"Cleburne, TX",Texas,
,"Dallas, TX",Texas,
,NC,North Carolina,
,"Plano, TX",Texas,
,"Monterey, CA to Boston, MA",Massachusetts,
,"Fort Hood, TX",Texas,
,SC,South carolina,
,"Dallas, TX",Texas,
,"Denver, CO",Colorado,
,"Aubrey, TX / Stillwater, OK",Oklahoma,
,"Oak Cliff, TX",Texas,
,"Philadelphia, PA",Pennsylvania,
,"Longview, Texas",Texas,
,"Corsicana, TX",Texas,
,"Mansfield, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, Texas",Texas,
,"Decatur
,Georgia",Georgia,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"GREEDY GROVE, TX",Texas,
,"Chicago, IL",Illinois,
,Texas ,Texas,
,"Dallas, TX",Texas,
,TX,Texas,
,"GP, TX",Texas,
,"Fayetteville, NC",North Carolina,
,"Watauga, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Decatur, GA",Georgia,
,"Euless, TX",Texas,
,"Dallas, TX",Texas,
,"Shoe store, Texas ",Texas,
,"Frisco, TX",Texas,
,"Richardson, TX",Texas,
,"Mesquite, TX",Texas,
,"Dallas, TX",Texas,
,"Arlington, Texas",Texas,
,"Las Colinas, TX ",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Denton, Texas",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas,TX",Texas,
,"Wylie, TX",Texas,
,"McKinney, TX",Texas,
,"Holly Springs, NC",North Carolina,
,"Bonham, TX",Texas,
,"Batavia, IL",Illinois,
,"Atlanta, GA",Georgia,
,"Dallas, TX",Texas,
,"North Richland Hills, TX",Texas,
,"Austin, TX",Texas,
,"West Seneca, NY",New York,
,"Mesquite, TX",Texas,
,"Temple, TX",Texas,
,"Fayetteville, NC",North Carolina,
,"Keller, TX",Texas,
,"Fort Worth, Texas",Texas,
,"Shreveport, Louisiana",Louisiana,
,"Fort Worth, TX",Texas,
,"Fayetteville, NC",North Carolina,
,"Little Elm, TX",Texas,
,"Plano, Texas",Texas,
,"Dallas, TX",Texas,
,"Cibolo,Texas ",Texas,
,Texas,Texas,
,"Murphy, Texas",Texas,
,"Raleigh, NC",North Carolina,
,"Staten Island, NY",New York,
,"Allen, TX",Texas,
,"Dallas, TX/ Fayetteville, AR",Arkansas,
,"Little Elm, TX to Tahlequah,OK",Oklahoma,
,"Fort Worth, TX",Texas,
,"Fort Worth, TX",Texas,
,"Chapel Hill, NC",North Carolina,
,"Milwaukee, WI",Wisconsin,
,"Dallas, TX",Texas,
,"Shreveport, LA",Louisiana,
,TX,Texas,
,"Kent, WA",Washington,
,Texas,Texas,
,"Cleveland Heights, OH",Ohio,
,"Dallas, TX",Texas,
,"Nashville, TN",Tennessee,
,"Denver, CO",Colorado,
,"Forney,Texas",Texas,
,"Cedar Hill, TX",Texas,
,"Augusta, GA",Georgia,
,"Bellevue, NE",Nebraska,
,"Dallas, TX",Texas,
,"Winchester, Tennessee ",Tennessee,
,"Marshall, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Royse City, TX",Texas,
,"Dallas, TX",Texas,
,"Chesapeake, VA",Virginia,
,"New York, NY",New York,
,"Longview, TX",Texas,
,"Myrtle Beach, SC",South carolina,
,"Sacramento, CA",California,
,"High Point, NC",North Carolina,
,"Dallas, TX",Texas,
,"Batavia, IL",Illinois,
,"Rensselaer, NY",New York,
,"Dreamville, NC",North Carolina,
,"New York, NY",New York,
,"Hawthorne, CA",California,
,"Dallas, Texas",Texas,
,"Spring, TX",Texas,
,"McComb, MS",Mississippi,
,"Plano, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, Texas",Texas,
,"Waco, TX",Texas,
,"San Antonio, Texas",Texas,
,"WHOAde ToWN, TX",Texas,
,"Plano, Texas",Texas,
,"Arlington, TX",Texas,
,"Dallas, Texas",Texas,
,"Fuquay-Varina, NC",North Carolina,
,"The Hills, TX",Texas,
,"Laredo, TX",Texas,
,"Ocala, FL",Florida,
,"McKinney, TX",Texas,
,"Denton County, Texas",Texas,
,"Columbus, OH",Ohio,
,"Cincinnati, OH é¡ Akron, OH",Ohio,
,"Dallas, TX",Texas,
,"Los Angeles, CA",California,
,"Kennedale, TX",Texas,
,"Dallas, TX",Texas,
,"Fayetteville, NC",North Carolina,
,"Calexico, CA",California,
,Texas,Texas,
,"Plano, TX",Texas,
,"Norwood, PA",Pennsylvania,
,"Kaufman, TX",Texas,
,"Greenville, NC",North Carolina,
,"Irving, TX",Texas,
,"Dallas, TX",Texas,
,"Richmond, VA",Virginia,
,"Dallas, TX",Texas,
,"Dallas,TX",Texas,
,"5th Ward, TX",Texas,
,"Philadelphia, PA",Pennsylvania,
,Texas,Texas,
,"Fort Worth, TX",Texas,
,"Fort Worth, Texas",Texas,
,"Lewisville, TX",Texas,
,"Tempe, AZ",Arizona,
,"Tucson, AZ",Arizona,
,"Little Elm, TX",Texas,
,Texas,Texas,
,"Broken Bow, OK",Oklahoma,
,"Plano, TX",Texas,
,"Corinth, TX",Texas,
,"Plano, TX",Texas,
,"Frisco, TX",Texas,
,Texas,Texas,
,"Tolleson, AZ",Arizona,
,"Los Angeles, CA",California,
,"Cleveland,Ohio",Ohio,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Cisco, TX",Texas,
,"Dallas, TX",Texas,
,"Justin, TX",Texas,
,"DFW, Texas",Texas,
,"Arlington, TX",Texas,
,"Dallas, Texas",Texas,
,NC ,North Carolina,
,"Norwalk, CA",California,
,"Mansfield, TX",Texas,
,"Garden Ridge, TX",Texas,
,"Dallas, TX",Texas,
,Texas,Texas,
,"San Antonio, TX",Texas,
,"Dallas, TX",Texas,
,"Southlake, TX",Texas,
,"Peoria, IL",Illinois,
,"Fayetteville, NC",North Carolina,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Chino Hills, CA",California,
,"Tracy, CA",California,
,"Zion, IL",Illinois,
,"Dallas, Texas",Texas,
,"Compton, CA",California,
,"Dallas, TX",Texas,
,Texas,Texas,
,"Houston, TX",Texas,
,"Dallas/Fort Worth, TX",Texas,
,"Holton, KS",Kansas,
,"Austin, Texas",Texas,
,"College Station/ Azle, TX",Texas,
,"Matthews, NC",North Carolina,
,Michigan,Michigan,
,"Seattle,WA'¢Áustin, TX",Texas,
,"Jacksonville, FL",Florida,
,"Raleigh, NC",North Carolina,
,Texas,Texas,
,"McKinney, TX",Texas,
,"Stillwater, OK",Oklahoma,
,"St Louis, MO",Missouri,
,"Cypress, CA",California,
,"Frisco, Texas",Texas,
,"Bowie, TX",Texas,
,"Simpsonville, SC",South carolina,
,NY,New York,
,"San Marcos, TX",Texas,
,"Eagle Pass, TX",Texas,
,"Ithaca, NY",New York,
,"Elida, OH",Ohio,
,"Mesquite/Denton, TX",Texas,
,"Texarkana, AR",Arkansas,
,"Mesquite, TX",Texas,
,"New York, NY",New York,
,"Fort Worth, TX",Texas,
,"Westover Hills, TX",Texas,
,"Raeford, NC",North Carolina,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"Fayetteville, NC",North Carolina,
,"Carbondale, IL",Illinois,
,"Detroit, MI",Michigan,
,"Dallas, TX",Texas,
,"Dreamville, NC",North Carolina,
,"Lawton, OK",Oklahoma,
,"Houston, TX",Texas,
,"Dallas, TX",Texas,
,"San Antonio, TX",Texas,
,"Irving, TX",Texas,
,"San Marcos, TX",Texas,
,"Muncie, IN",Indiana,
,"Dallas, TX",Texas,
,"McKinney, TX",Texas,
,"Arlington, TX",Texas,
," Toledo, OH",Ohio,
,"Dallas, Texas",Texas,
,"DFW'¢Áustin, TX",Texas,
,"San Marcos, TX",Texas,
,"Los Angeles, CA",California,
,"Denton, TX",Texas,
,"Cleveland, OH",Ohio,
,"Dallas, TX",Texas,
,"Highland Park, TX",Texas,
,"Tyler, TX",Texas,
,"Dallas, Texas",Texas,
,"Dallas, TX",Texas,
,"Henderson, KY",Kentucky,
,"Dallas, TX",Texas,
,"University Park, TX",Texas,
,"Chicago, IL",Illinois,
,"Waco, TX",Texas,
,"Santa Maria, CA",California,
,"Morgantown, WV",West Virginia,
,"Fort Worth, TX",Texas,
,"Dallas,Texas",Texas,
,"Red Oak, TX",Texas,
,"Fort Worth, TX",Texas,
,"Orlando, FL",Florida,
,"Dallas, TX",Texas,
,"Raleigh, NC",North Carolina,
,"Dallas, TX",Texas,
,"Louisville, KY",Kentucky,
,"Atlanta, GA",Georgia,
,"Queens,NY ' Fort Worth,TX",Texas,
,"Dallas, Texas",Texas,
,"Dallas, Texas",Texas,
,"Honolulu,  Hawaii",Hawaii,
,"Racine, WI",Wisconsin,
,NY,New York,
,"State College, PA",Pennsylvania,
,Texas,Texas,
,"Sharon, PA",Pennsylvania,
,"Splashtown, TX ",Texas,
,"Burnet, TX",Texas,
,"Austin, TX",Texas,
,"Manchester, NH,  Rochester, NY",New York,
,"Troy, NY",New York,
,"Dallas, Texas ",Texas,
,"Shiner, TX",Texas,
,"thebay,CA",California,
,"Oak Cliff, TX",Texas,
,"Gunter, Texas",Texas,
,"Oklahoma City, OK",Oklahoma,
,"Dallas, Texas",Texas,
,"Miami,Florida",Florida,
,"Henderson, NC",North Carolina,
,"Dallas, TX",Texas,
,"Midland, TX",Texas,
,"Dallas, TX",Texas,
,"Philadelphia, PA",Pennsylvania,
,"Bronx, NY",New York,
,"Dallas, Texas",Texas,
,"Dallas, TX",Texas,
,"Massena, NY",New York,
,"Fort Worth, TX",Texas,
,"Tifton, GA/ Valdosta, GA",Georgia,
,"Arlington, Texas",Texas,
,"Irving, TX",Texas,
,"Fleming Island, FL",Florida,
,"Fort Worth, TX",Texas,
,"Fort Worth, TX",Texas,
,"Granbury, TX",Texas,
,"Dallas, TX",Texas,
,"Wylie, TX",Texas,
,"New York, NY",New York,
,"Wilmington, NC",North Carolina,
,"Frisco, TX",Texas,
,"Dallas, TX",Texas,
,"Lindsborg, KS",Kansas,
,"Springfield, MA",Massachusetts,
,"Concord, NC",North Carolina,
,"Dallas, TX",Texas,
,"Kansas City, MO",Missouri,
,"Coppell, TX",Texas,
,"The Colony, TX ",Texas,
,"North Tonawanda, NY",New York,
,"Seattle, WA",Washington,
,"Grapevine, TX",Texas,
,"Monahans, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Portland, IN",Indiana,
,"Buffalo, NY",New York,
,"Dallas, TX",Texas,
,"Cedar Grove, WI",Wisconsin,
,"Omaha, NE",Nebraska,
,"Ennis, TX",Texas,
,Texas ,Texas,
,"Dallas, TX",Texas,
,"Dallas, Texas",Texas,
,"Sulphur Springs, Texas",Texas,
,"Joshua, TX",Texas,
,"Northampton, PA",Pennsylvania,
,"Edgewood,Texas",Texas,
,"The Woodlands, TX",Texas,
,"Lancaster, CA",California,
,"North Atlanta, GA",Georgia,
,"Mooresville, NC",North Carolina,
,"Raleigh, NC",North Carolina,
,"Houston, TX",Texas,
,"Fort Bragg, NC",North Carolina,
,"Philadelphia, PA",Pennsylvania,
,"Chillicothe, OH",Ohio,
,"Chapel Hill, NC",North Carolina,
,"Denton, TX",Texas,
,Texas ,Texas,
,"Sanford, FL",Florida,
,"Jacksonville, NC",North Carolina,
,"Brownsburg, IN",Indiana,
,"Dallas, TX",Texas,
,"Arlington, TX",Texas,
,Texas,Texas,
,"Seattle, WA",Washington,
,"Mebane, NC",North Carolina,
,"Shelby, NC",North Carolina,
,"Dallas, TX",Texas,
,"Aggtown, TX ",Texas,
,"Arlington, TX",Texas,
,"Austin, TX",Texas,
,"Greensboro, NC",North Carolina,
,"Fort Worth, TX",Texas,
,"Kingston, TX",Texas,
,"Madison, WI",Wisconsin,
,"Raleigh, NC",North Carolina,
,"Weatherford, TX",Texas,
,"Dallas, TX",Texas,
,"Clayton, NC",North Carolina,
,"Fort Worth, TX",Texas,
,"Dallas, Texas",Texas,
,"Dallas, TX ",Texas,
,"Dallas, TX",Texas,
,"Ridin' dirty, Texas",Texas,
,"Greensboro, NC",North Carolina,
,"Jenks, OK",Oklahoma,
,"Dallas, Texas",Texas,
,"Dallas, TX",Texas,
,"Wichita Falls, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Corpus Christi, TX",Texas,
,"Brooklyn, NY",New York,
,Texas,Texas,
,"Fayetteville, NC",North Carolina,
,"Nederland, TX",Texas,
,"Dallas, TX",Texas,
,"Wylie, TX",Texas,
,"Amarillo, TX",Texas,
,"Dallas, TX",Texas,
,"Plano, TX",Texas,
,"Dallas, TX",Texas,
,"Scranton, PA",Pennsylvania,
,"Cecilia, LA",Louisiana,
,"Boston, MA",Massachusetts,
,"Savannah, GA",Georgia,
,"Lubbock, TX",Texas,
,"Fort Worth, Texas",Texas,
,NC,North Carolina,
,"Dallas, TX",Texas,
,"Dallas, Texas",Texas,
,"Fort Worth, TX",Texas,
,"New Braunfels, TX",Texas,
,"Plano, TX",Texas,
,"Riverside, CA",California,
,"Arlington, TX",Texas,
,"Coppell, TX",Texas,
,Texas,Texas,
,"Fort Worth, TX",Texas,
, Texas,Texas,
,"Irving, TX",Texas,
,Texas,Texas,
,"Dallas, TX",Texas,
,"San Benito, TX",Texas,
,"Dallas, TX",Texas,
,"Plano, Texas",Texas,
,"Rensselaer, IN",Indiana,
,"Allen, TX",Texas,
,"Awesome, Texas",Texas,
,"Dallas, TX",Texas,
,"Johnston, IA",Iowa,
,"Somewhere making it happen, TX",Texas,
,"Greenville, NC",North Carolina,
,Texas,Texas,
,"Fort Worth, TX",Texas,
,"Fort Worth, Texas",Texas,
,"Aledo, TX",Texas,
,"Dallas, TX",Texas,
,"Columbia, PA",Pennsylvania,
,"Dallas, TX",Texas,
,"Tallahassee, FL",Florida,
,"Atlanta, GA",Georgia,
,"San Antonio, TX",Texas,
,"Fort Worth, TX",Texas,
,"blythewood, SC",South carolina,
,"Bensalem, PA",Pennsylvania,
,"Tallahassee, FL",Florida,
,"Cambridge, MA",Massachusetts,
,Texas,Texas,
,"Austin, TX",Texas,
,"St. Charles, MO",Missouri,
,"Spring Lake, NC",North Carolina,
,"Plano, TX",Texas,
,"Dallas, TX",Texas,
,"Los Angeles, CA",California,
,"Pumpkin Center, NC",North Carolina,
,"Waco, Texas",Texas,
,"Hinesville, GA",Georgia,
,"Texarkana, AR",Arkansas,
,"Dallas, TX",Texas,
,"Dallas, Texas",Texas,
,"Dallas, TX",Texas,
,"Marble Falls, TX",Texas,
,"Rochester, NY",New York,
,"Round Rock, TX",Texas,
,"Orlando, FL",Florida,
,"Atlanta, GA",Georgia,
,"Arlington, Texas",Texas,
,"Dallas, TX",Texas,
,"Omaha, Nebraska",Nebraska,
,"Dallas, TX",Texas,
,"Atlanta, GA",Georgia,
,"Bourbonnais, IL",Illinois,
,"Plano, TX",Texas,
,"Bowie, MD",Maryland,
,"Stephenville, TX",Texas,
,"Frisco, TX",Texas,
,"Ardmore, OK",Oklahoma,
,"Boston, MA",Massachusetts,
,"Westchester, NY",New York,
,"Bedford, TX",Texas,
,"College Station, TX",Texas,
,"Milwaukee, WI",Wisconsin,
,Texas,Texas,
,"McKinney, TX",Texas,
,"Bridgeport, CT",Connecticut,
,"Arvada, CO",Colorado,
,"Dallas, TX",Texas,
,"Wilmington, NC ",North Carolina,
,"Dallas, TX",Texas,
,"Dallas, Texas",Texas,
,"Dallas, TX",Texas,
,"Brooklyn, NY",New York,
,"McKinney, TX",Texas,
,"Fort Worth, TX",Texas,
,"Dallas/Fort Worth, TX",Texas,
,"Dallas, Texas",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Fairfield, TX",Texas,
,Kansas,Kansas,
,"Granbury, TX",Texas,
,"Dallas, TX",Texas,
,"Lufkin, TX",Texas,
,"Lansdale, PA",Pennsylvania,
,"Longview, TX",Texas,
,"Dallas, TX",Texas,
,"Arlington, TX",Texas,
,"Dallas, Texas",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Durant, OK",Oklahoma,
,Texas,Texas,
,"Eden, TX",Texas,
,TX,Texas,
,"Orlando, FL",Florida,
,"New York, NY",New York,
,"Richardson, TX",Texas,
,"Denton, TX",Texas,
,"4 0 9, TX",Texas,
,"Kansas City, MO",Missouri,
,"Nashville, TN",Tennessee,
,"Crowley, TX",Texas,
,"Dallas, Texas",Texas,
,"Charlotte, NC",North Carolina,
,"Dallas, TX",Texas,
,"DTXÂ¨¢Îorman, OK",Oklahoma,
,"Dallas, TX ",Texas,
,"Dallas, TX",Texas,
,"Raleigh, NC",North Carolina,
,"Columbia, SC ' Fairbanks,AK",Alaska,
,"Nashville, TN",Tennessee,
,"Oakland, CA",California,
,"Coppell, TX",Texas,
,"Rockwall, TX",Texas,
,"Forney, TX",Texas,
,"Brooklyn, NY",New York,
,"Dallas, TX",Texas,
,"Memphis, TN",Tennessee,
,"Midlothian, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Milwaukee, WI",Wisconsin,
,MS,Mississippi,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Arlington,Texas",Texas,
,"Dallas, TX",Texas,
,"Los Angeles, CA",California,
,"Wichita Falls, TX",Texas,
,"Dallas, TX",Texas,
,TX,Texas,
,"Fayetteville, NC",North Carolina,
,"Dallas, TX",Texas,
,"Cleveland, OH",Ohio,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas,TX",Texas,
,"Tacoma, WA",Washington,
,"Albuquerque, NM / Dallas, TX",Texas,
,"Detroit, MI",Michigan,
,"Denton, TX",Texas,
,"Dallas, TX",Texas,
,"Midlothian, TX",Texas,
,"Los Angeles, CA",California,
,"Austin, TX",Texas,
,"Madison, WI",Wisconsin,
,"Wyoming, OH",Ohio,
,"Philadelphia, PA",Pennsylvania,
,"Dallas, TX",Texas,
,"Arlington, TX",Texas,
,"Irving, Texas",Texas,
,"Denton, TX",Texas,
,"Fort Worth, TX",Texas,
,Texas,Texas,
,"Dallas, TX",Texas,
,"Iowa City, IA",Iowa,
,"El Paso, TX",Texas,
,"Lake Forest, CA",California,
,"Arlington, TX/Fayettville, AR",Arkansas,
,"Benbrook, TX",Texas,
,"Chicago, IL",Illinois,
,"Grand Prairie, TX",Texas,
,"Dallas, TX",Texas,
,"Plano, TX",Texas,
,"Los Angeles, CA",California,
,"Dallas, TX",Texas,
,"Wichita, KS",Kansas,
,"Coppell, TX",Texas,
,"Fort Bragg, NC",North Carolina,
,"Austell, GA",Georgia,
,"Mansfield, TX",Texas,
,"Shelton, CT",Connecticut,
,"Arlington, TX",Texas,
,"Austin, TX",Texas,
,"Nacogdoches, TX",Texas,
,"Dallas, TX",Texas,
,"Los Angeles, California",California,
,"Paris, Texas",Texas,
,"Fremont, CA",California,
,"Las Cruces, NM",New mexico,
,"Highland Park, TX",Texas,
,"Portland, OR",Oregon,
,"Canyon, TX",Texas,
,"Greeneville, TN",Tennessee,
,"Waco, TX ",Texas,
,"Sacramento, CA",California,
,"Arlington, TX",Texas,
,LA,Louisiana,
,"Irving, TX",Texas,
,"Dallas, TX",Texas,
,"Chicago, IL",Illinois,
,"Plano, TX",Texas,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"Raleigh, NC",North Carolina,
,"Fort Worth, TX",Texas,
,"Kingston, NY",New York,
,"Mansfield, TX",Texas,
,"Arlington, TX",Texas,
,Texas ,Texas,
,Texas,Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Los Angeles, CA",California,
,"Fort Wayne, IN",Indiana,
,"Dallas, TX",Texas,
,"College Station, TX",Texas,
,"Orlando, FL",Florida,
,"Irving, TX",Texas,
,"Jacksonville Beach, FL",Florida,
,"Irving, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Philadelphia, PA",Pennsylvania,
,"Eastvale, CA",California,
,"Raleigh, NC",North Carolina,
,Texas,Texas,
,"Crandall, TX",Texas,
,"Arlington, TX",Texas,
,"Jacksonville Beach, FL",Florida,
,"Rochester, PA",Pennsylvania,
,"Dallas, Texas",Texas,
,Texas,Texas,
,"Kalamazoo, MI",Michigan,
,"Dallas, TX",Texas,
,"Fort Worth, TX",Texas,
,"Dallas, Texas",Texas,
,"Dallas, TX",Texas,
,"Dallas, Texas",Texas,
,"Dallas, TX",Texas,
,"Fort Worth, TX",Texas,
,"Arlington, TX",Texas,
,"Dallas, TX",Texas,
,"New York, NY",New York,
,"Dallas, TX",Texas,
,"Fort Worth, TX",Texas,
,"Cedar Hill, TX",Texas,
,"Red Oak, TX",Texas,
,"Naugatuck, CT",Connecticut,
,"Denton, TX",Texas,
,"West Sacramento, CA",California,
,"Royse City, TX",Texas,
,"Frisco, TX",Texas,
,"Frisco, TX",Texas,
,"San Francisco, CA",California,
,"Dallas, TX ",Texas,
,"Dallas,TX",Texas,
,TX,Texas,
,"New York, NY",New York,
,"Livingston, TX",Texas,
,"Denver, CO",Colorado,
,"Dallas, TX",Texas,
,Minnesota,Minnesota,
,"Arlington, TX",Texas,
,"Dallas, Texas",Texas,
,"Los Angeles, CA",California,
,"Nashville, TN",Tennessee,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"San Marcos, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX | Boston, MA",Massachusetts,
,"Tacoma, WA",Washington,
,"College Station, TX",Texas,
,"Johnstown, PA",Pennsylvania,
,"China Spring, TX",Texas,
,"Dallas, TX",Texas,
,"Stephenville, TX",Texas,
,Texas,Texas,
,"Prosper, TX",Texas,
,"Charleston, SC",South carolina,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Rogers, AR",Arkansas,
,"Duke City, NM",New mexico,
,"Killeen to SHSU, TX",Texas,
,"Dallas, TX",Texas,
,"Lafayette, LA",Louisiana,
,"Dallas, TX",Texas,
,"Dallas, TX ",Texas,
,"Dearborn, MI",Michigan,
,"Buffalo,  NY",New York,
,"Chandler, AZ",Arizona,
,"Fort Worth, TX",Texas,
,"Frisco, TX",Texas,
,Texas,Texas,
,"Fort Worth, TX",Texas,
,"Chicago, IL",Illinois,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Valdosta, GA",Georgia,
,California,California,
,Texas,Texas,
,"Arlington, TX",Texas,
,"Fort Worth, TX",Texas,
,"Azle, TX",Texas,
,"Cleveland, OH",Ohio,
,"Charlotte, NC",North Carolina,
,"Pulaski, VA",Virginia,
,"Garland, TX",Texas,
,"Dallas, TX",Texas,
,"Las Vegas, NV",Nevada,
,"Denton, TX",Texas,
,"Hope Mills, NC",North Carolina,
,"Tyler, TX",Texas,
,"Plano, TX",Texas,
,Texas,Texas,
,"Dallas, TX",Texas,
,"Mineral Wells, TX / Waco, TX",Texas,
,Texas,Texas,
,"Dallas, TX",Texas,
,"Columbia, SC",South carolina,
,"Scottsdale, AZ",Arizona,
,"Dallas, TX",Texas,
,"Arlington, TX",Texas,
,"Grand Prairie, TX",Texas,
,"Flagstaff, AZ",Arizona,
,"Laurinburg, NC",North Carolina,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,IL,Illinois,
,"San Francisco, CA",California,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Fort Worth, TX",Texas,
,"Centennial, CO",Colorado,
,"Your Moms, Texas",Texas,
,"Seal Beach, CA",California,
,"Chicago, IL",Illinois,
,"Warren County x Raleigh, NC",North Carolina,
,"Dallas, TX",Texas,
,"New Orleans, LA",Louisiana,
,"Milwaukee, WI",Wisconsin,
,"San Marcos, TX",Texas,
,"Hartsville, SC",South carolina,
,"Seattle, WA",Washington,
,"Okc, OK",Oklahoma,
,"Brooklyn, NY",New York,
,"Pharr, TX",Texas,
,"Saginaw,TX",Texas,
,"Lakeland, FL",Florida,
,"Sachse, TX",Texas,
,"Minneapolis, MN",Minnesota,
,"Waco, Texas",Texas,
,"Early, TX",Texas,
,"New York, NY",New York,
,"Irving, TX",Texas,
,"Vallejo, CA",California,
,"Killeen, TX",Texas,
,Iowa,Iowa,
,"San Antonio, TX",Texas,
,"Dallas, TX",Texas,
,"Tyler, TX",Texas,
,"Stephenville, TX",Texas,
,"Durham, NC",North Carolina,
,"Oklahoma City, OK",Oklahoma,
,"Sunnyvale, TX",Texas,
,"Austin, TX",Texas,
,"Haltom City, TX",Texas,
,"Dallas, TX",Texas,
,"Cincinnati, OH",Ohio,
,"Lubbock, TX",Texas,
,"Savannah, TX",Texas,
," Wilmington,  NC",North Carolina,
,"Mesquite, TX",Texas,
,"Peep~N~Toms, Texas",Texas,
,"Lewisville, TX",Texas,
,"Dallas, TX ",Texas,
,"Royse City, TX",Texas,
,"Dallas, TX",Texas,
,"Rockwall, TX",Texas,
,"Keene,TX ",Texas,
,"Garland, TX",Texas,
,Texas,Texas,
,"Memphis, TN",Tennessee,
,"Columbia,SC",South carolina,
,"Houston, TX",Texas,
,"Texarkana, TX",Texas,
,"Dallas, TX",Texas,
,"Fort Worth, TX",Texas,
,"Citrus Heights, CA",California,
,"Salem, MA",Massachusetts,
,"Mansfield, TX",Texas,
,"Dallas, TX",Texas,
,"Denton, TX",Texas,
,"Kilgore, TX",Texas,
,"Sherman, TX",Texas,
,NC,North Carolina,
,"Austin, TX",Texas,
,"Grapevine, TX",Texas,
,"Frisco, TX",Texas,
,"Waco, TX",Texas,
,"McKinney, TX",Texas,
,"Dallas, TX",Texas,
,"Austin, Texas",Texas,
,"Austin, TX",Texas,
,"Dallas, Texas",Texas,
,"Dallas, TX",Texas,
,"Vancouver, WA",Washington,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Keller, TX",Texas,
,"Dallas, TX",Texas,
,"Nacogdoches, Texas",Texas,
,"D-Town, Texas",Texas,
,"Albuquerque, NM",New mexico,
,"Seattle, WA",Washington,
,"New York, NY",New York,
,Texas,Texas,
,"Amarillo, TX",Texas,
,"Greensboro, NC ",North Carolina,
,"Glendale Heights, IL ",Illinois,
,"Rocky Mount, NC",North Carolina,
,"San Diego, CA",California,
,"Dallas, TX",Texas,
,"Frisco, TX",Texas,
,NY,New York,
,"Hanover, PA",Pennsylvania,
,"Dallas, TX",Texas,
,"Burleson, Texas",Texas,
,"Denton, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Lena, IL Â¨ Cedar Rapids, IA",Iowa,
,"Fort Lauderdale, FL",Florida,
,"Dallas, TX",Texas,
,"Grapevine, TX",Texas,
,"Dallas, Texas",Texas,
,"San Antonio, TX",Texas,
,"Plano, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Phoenix, AZ",Arizona,
,"Dallas, TX",Texas,
,Atlanta,Atlanta,
,"Fort Collins, CO",Colorado,
,"Greensboro, NC",North Carolina,
,"Lake Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Mckinney, TX",Texas,
,"The Colony, TX",Texas,
,"Denison, TX",Texas,
,Texas,Texas,
,"Fayetteville, NC-Waco, TX",Texas,
,"Sherman, TX",Texas,
